0,7,0.4,0.2,0.2,0.2,0.5,0.2,0.5,0.4,0.2,0.1,0.1,7,1.5,0.6,0.9,5.5,4.8,0.6,30.797,30.792,30.792,30.792,30.792,30.792,30.789,30.788,30.786,30.786,30.783,30.786,30.792,30.792,30.792,30.792,30.789,30.786,30.786,70,4,2,2,2,5,2,5,4,2,1,1,70,15,6,9,55,48,6,700,830,920,1050,1100,1050,950,1020,1200,1300,1150,1000,800,900,920,970,900,1000,1150,500,870,880,770,700,650,500,420,475,420,300,250,500,650,750,700,415,350,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1149,302,0,1
600,7,0.4,0.2,0.2,0.2,0.5,0.2,0.5,0.4,0.2,0.1,0.1,7,1.5,0.6,0.9,5.5,4.8,0.6,30.797,30.792,30.792,30.792,30.792,30.792,30.789,30.788,30.786,30.786,30.783,30.786,30.792,30.792,30.792,30.792,30.789,30.786,30.786,70,4,2,2,2,5,2,5,4,2,1,1,70,15,6,9,55,48,6,700,830,920,1050,1100,1050,950,1020,1200,1300,1150,1000,800,900,920,970,900,1000,1150,500,870,880,770,700,650,500,420,475,420,300,250,500,650,750,700,415,350,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1149,302,0,1
1200,7,0.4,0.2,0.2,0.2,0.5,0.2,0.5,0.4,0.2,0.1,0.1,7,1.5,0.6,0.9,5.5,4.8,0.6,30.797,30.792,30.792,30.792,30.792,30.792,30.789,30.788,30.786,30.786,30.783,30.786,30.792,30.792,30.792,30.792,30.789,30.786,30.786,70,4,2,2,2,5,2,5,4,2,1,1,70,15,6,9,55,48,6,700,830,920,1050,1100,1050,950,1020,1200,1300,1150,1000,800,900,920,970,900,1000,1150,500,870,880,770,700,650,500,420,475,420,300,250,500,650,750,700,415,350,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1149,302,0,1
1800,7,0.4,0.2,0.2,0.2,0.5,0.2,0.5,0.4,0.2,0.1,0.1,7,1.5,0.6,0.9,5.5,4.8,0.6,30.797,30.792,30.792,30.792,30.792,30.792,30.789,30.788,30.786,30.786,30.783,30.786,30.792,30.792,30.792,30.792,30.789,30.786,30.786,70,4,2,2,2,5,2,5,4,2,1,1,70,15,6,9,55,48,6,700,830,920,1050,1100,1050,950,1020,1200,1300,1150,1000,800,900,920,970,900,1000,1150,500,870,880,770,700,650,500,420,475,420,300,250,500,650,750,700,415,350,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1149,302,0,1
2400,7,0.4,0.2,0.2,0.2,0.5,0.2,0.5,0.4,0.2,0.1,0.1,7,1.5,0.6,0.9,5.5,4.8,0.6,30.797,30.792,30.792,30.792,30.792,30.792,30.789,30.788,30.786,30.786,30.783,30.786,30.792,30.792,30.792,30.792,30.789,30.786,30.786,70,4,2,2,2,5,2,5,4,2,1,1,70,15,6,9,55,48,6,700,830,920,1050,1100,1050,950,1020,1200,1300,1150,1000,800,900,920,970,900,1000,1150,500,870,880,770,700,650,500,420,475,420,300,250,500,650,750,700,415,350,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1149,302,0,1
3000,7,0.4,0.2,0.2,0.2,0.5,0.2,0.5,0.4,0.2,0.1,0.1,7,1.5,0.6,0.9,5.5,4.8,0.6,30.797,30.792,30.792,30.792,30.792,30.792,30.789,30.788,30.786,30.786,30.783,30.786,30.792,30.792,30.792,30.792,30.789,30.786,30.786,70,4,2,2,2,5,2,5,4,2,1,1,70,15,6,9,55,48,6,700,830,920,1050,1100,1050,950,1020,1200,1300,1150,1000,800,900,920,970,900,1000,1150,500,870,880,770,700,650,500,420,475,420,300,250,500,650,750,700,415,350,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1149,302,0,1
3600,6.53,0.244,0.2,0.35,0.2133,0.4266,0.2,0.2,0.244,0.2,0.1,0.1521,6.53,1.4339,0.444,0.9899,5.0961,4.6961,0.444,68.35,68.346,68.346,68.346,68.346,68.346,68.343,68.343,68.34,68.34,68.338,68.341,68.346,68.346,68.346,68.346,68.343,68.341,68.34,65.3,2.44,2,3.5,2.133,4.266,2,2,2.44,2,1,1.521,65.3,14.339,4.44,9.899,50.961,46.961,4.44,700,830,920,1050,1100,1050,950,1020,1200,1300,1150,1000,800,900,920,970,900,1000,1150,500,870,880,770,700,650,500,420,475,420,300,250,500,650,750,700,415,350,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1149,302,0,1
4200,6.53,0.244,0.2,0.35,0.2133,0.4266,0.2,0.2,0.244,0.2,0.1,0.1521,6.53,1.4339,0.444,0.9899,5.0961,4.6961,0.444,68.35,68.346,68.346,68.346,68.346,68.346,68.343,68.343,68.34,68.34,68.338,68.341,68.346,68.346,68.346,68.346,68.343,68.341,68.34,65.3,2.44,2,3.5,2.133,4.266,2,2,2.44,2,1,1.521,65.3,14.339,4.44,9.899,50.961,46.961,4.44,700,830,920,1050,1100,1050,950,1020,1200,1300,1150,1000,800,900,920,970,900,1000,1150,500,870,880,770,700,650,500,420,475,420,300,250,500,650,750,700,415,350,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1149,302,0,1
4800,6.53,0.244,0.2,0.35,0.2133,0.4266,0.2,0.2,0.244,0.2,0.1,0.1521,6.53,1.4339,0.444,0.9899,5.0961,4.6961,0.444,68.35,68.346,68.346,68.346,68.346,68.346,68.343,68.343,68.34,68.34,68.338,68.341,68.346,68.346,68.346,68.346,68.343,68.341,68.34,65.3,2.44,2,3.5,2.133,4.266,2,2,2.44,2,1,1.521,65.3,14.339,4.44,9.899,50.961,46.961,4.44,700,830,920,1050,1100,1050,950,1020,1200,1300,1150,1000,800,900,920,970,900,1000,1150,500,870,880,770,700,650,500,420,475,420,300,250,500,650,750,700,415,350,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1149,302,0,1
5400,6.53,0.244,0.2,0.35,0.2133,0.4266,0.2,0.2,0.244,0.2,0.1,0.1521,6.53,1.4339,0.444,0.9899,5.0961,4.6961,0.444,68.35,68.346,68.346,68.346,68.346,68.346,68.343,68.343,68.34,68.34,68.338,68.341,68.346,68.346,68.346,68.346,68.343,68.341,68.34,65.3,2.44,2,3.5,2.133,4.266,2,2,2.44,2,1,1.521,65.3,14.339,4.44,9.899,50.961,46.961,4.44,700,830,920,1050,1100,1050,950,1020,1200,1300,1150,1000,800,900,920,970,900,1000,1150,500,870,880,770,700,650,500,420,475,420,300,250,500,650,750,700,415,350,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1149,302,0,1
6000,6.53,0.244,0.2,0.35,0.2133,0.4266,0.2,0.2,0.244,0.2,0.1,0.1521,6.53,1.4339,0.444,0.9899,5.0961,4.6961,0.444,68.35,68.346,68.346,68.346,68.346,68.346,68.343,68.343,68.34,68.34,68.338,68.341,68.346,68.346,68.346,68.346,68.343,68.341,68.34,65.3,2.44,2,3.5,2.133,4.266,2,2,2.44,2,1,1.521,65.3,14.339,4.44,9.899,50.961,46.961,4.44,700,830,920,1050,1100,1050,950,1020,1200,1300,1150,1000,800,900,920,970,900,1000,1150,500,870,880,770,700,650,500,420,475,420,300,250,500,650,750,700,415,350,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1149,302,0,1
6600,6.53,0.244,0.2,0.35,0.2133,0.4266,0.2,0.2,0.244,0.2,0.1,0.1521,6.53,1.4339,0.444,0.9899,5.0961,4.6961,0.444,68.35,68.346,68.346,68.346,68.346,68.346,68.343,68.343,68.34,68.34,68.338,68.341,68.346,68.346,68.346,68.346,68.343,68.341,68.34,65.3,2.44,2,3.5,2.133,4.266,2,2,2.44,2,1,1.521,65.3,14.339,4.44,9.899,50.961,46.961,4.44,700,830,920,1050,1100,1050,950,1020,1200,1300,1150,1000,800,900,920,970,900,1000,1150,500,870,880,770,700,650,500,420,475,420,300,250,500,650,750,700,415,350,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1149,302,0,1
7200,6.4432,0.153,0.2,0.5,0.2512,0.3625,0.2,0.2,0.153,0.2,0.00096577,0.2222,6.4432,1.4667,0.353,1.1137,4.9765,4.5765,0.353,89.822,89.817,89.817,89.817,89.817,89.817,89.815,89.815,89.812,89.812,89.81,89.812,89.818,89.817,89.817,89.817,89.815,89.812,89.812,64.432,1.53,2,5,2.512,3.625,2,2,1.53,2,0.0096577,2.222,64.432,14.667,3.53,11.137,49.765,45.765,3.53,700,830,920,1050,1100,1050,950,1020,1200,1300,1150,1000,800,900,920,970,900,1000,1150,500,870,880,770,700,650,500,420,475,420,300,250,500,650,750,700,415,350,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1149,302,0,1
7800,6.4419,0.153,0.2,0.5,0.2512,0.3625,0.2,0.2,0.153,0.2,-5.8668e-06,0.2222,6.4419,1.4667,0.353,1.1137,4.9752,4.5752,0.353,89.822,89.818,89.818,89.817,89.818,89.818,89.815,89.815,89.813,89.813,89.81,89.813,89.818,89.818,89.818,89.818,89.815,89.813,89.813,64.419,1.53,2,5,2.512,3.625,2,2,1.53,2,-5.8668e-05,2.222,64.419,14.667,3.53,11.137,49.752,45.752,3.53,700,830,920,1050,1100,1050,950,1020,1200,1300,1150,1000,800,900,920,970,900,1000,1150,500,870,880,770,700,650,500,420,475,420,300,250,500,650,750,700,415,350,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1149,302,0,1
8400,6.4419,0.153,0.2,0.5,0.2512,0.3625,0.2,0.2,0.153,0.2,-2.699e-06,0.2222,6.4419,1.4667,0.353,1.1137,4.9752,4.5752,0.353,89.822,89.818,89.818,89.817,89.817,89.817,89.815,89.815,89.813,89.813,89.81,89.813,89.818,89.818,89.818,89.818,89.815,89.813,89.813,64.419,1.53,2,5,2.512,3.625,2,2,1.53,2,-2.699e-05,2.222,64.419,14.667,3.53,11.137,49.752,45.752,3.53,700,830,920,1050,1100,1050,950,1020,1200,1300,1150,1000,800,900,920,970,900,1000,1150,500,870,880,770,700,650,500,420,475,420,300,250,500,650,750,700,415,350,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1149,302,0,1
9000,6.4424,0.153,0.2,0.5,0.2512,0.3625,0.2,0.2,0.153,0.2,0.00096577,0.2222,6.4424,1.4667,0.353,1.1137,4.9757,4.5757,0.353,89.822,89.817,89.817,89.817,89.817,89.817,89.815,89.815,89.812,89.812,89.81,89.812,89.818,89.817,89.817,89.817,89.815,89.812,89.812,64.424,1.53,2,5,2.512,3.625,2,2,1.53,2,0.0096577,2.222,64.424,14.667,3.53,11.137,49.757,45.757,3.53,700,830,920,1050,1100,1050,950,1020,1200,1300,1150,1000,800,900,920,970,900,1000,1150,500,870,880,770,700,650,500,420,475,420,300,250,500,650,750,700,415,350,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1149,302,0,1
