0,3.1,0.1,0.2,0.2,0.4,0.3,0.1,0.2,0.5,0.5,0.2,0.4,3.1,1.2,0.3,0.9,1.9,1.6,1,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,31,1,2,2,4,3,1,2,5,5,2,4,31,12,3,9,19,16,10,700,830,920,1050,1100,1050,950,1020,1200,1300,1150,1000,800,900,920,970,900,1000,1150,500,870,880,770,700,650,500,420,475,420,300,250,500,650,750,700,415,350,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
600,3.1,0.1,0.2,0.2,0.4,0.3,0.1,0.2,0.5,0.5,0.2,0.4,3.1,1.2,0.3,0.9,1.9,1.6,1,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,31,1,2,2,4,3,1,2,5,5,2,4,31,12,3,9,19,16,10,700,830,920,1050,1100,1050,950,1020,1200,1300,1150,1000,800,900,920,970,900,1000,1150,500,870,880,770,700,650,500,420,475,420,300,250,500,650,750,700,415,350,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1200,3.1,0.1,0.2,0.2,0.4,0.3,0.1,0.2,0.5,0.5,0.2,0.4,3.1,1.2,0.3,0.9,1.9,1.6,1,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,31,1,2,2,4,3,1,2,5,5,2,4,31,12,3,9,19,16,10,700,830,920,1050,1100,1050,950,1020,1200,1300,1150,1000,800,900,920,970,900,1000,1150,500,870,880,770,700,650,500,420,475,420,300,250,500,650,750,700,415,350,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1800,3.1,0.1,0.2,0.2,0.4,0.3,0.1,0.2,0.5,0.5,0.2,0.4,3.1,1.2,0.3,0.9,1.9,1.6,1,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,31,1,2,2,4,3,1,2,5,5,2,4,31,12,3,9,19,16,10,700,830,920,1050,1100,1050,950,1020,1200,1300,1150,1000,800,900,920,970,900,1000,1150,500,870,880,770,700,650,500,420,475,420,300,250,500,650,750,700,415,350,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2400,3.1,0.1,0.2,0.2,0.4,0.3,0.1,0.2,0.5,0.5,0.2,0.4,3.1,1.2,0.3,0.9,1.9,1.6,1,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,31,1,2,2,4,3,1,2,5,5,2,4,31,12,3,9,19,16,10,700,830,920,1050,1100,1050,950,1020,1200,1300,1150,1000,800,900,920,970,900,1000,1150,500,870,880,770,700,650,500,420,475,420,300,250,500,650,750,700,415,350,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3000,3.1,0.1,0.2,0.2,0.4,0.3,0.1,0.2,0.5,0.5,0.2,0.4,3.1,1.2,0.3,0.9,1.9,1.6,1,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,31,1,2,2,4,3,1,2,5,5,2,4,31,12,3,9,19,16,10,700,830,920,1050,1100,1050,950,1020,1200,1300,1150,1000,800,900,920,970,900,1000,1150,500,870,880,770,700,650,500,420,475,420,300,250,500,650,750,700,415,350,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3600,2.9,0.1,0.3022,0.3022,0.244,0.3411,0.1,0.2133,0.4266,0.4266,0.2,0.244,2.9,1.2895,0.4022,0.8873,1.6105,1.2972,0.8532,62.12,62.12,62.12,62.12,62.12,62.12,62.12,62.12,62.12,62.12,62.12,62.12,62.12,62.12,62.12,62.12,62.12,62.12,62.12,29,1,3.022,3.022,2.44,3.411,1,2.133,4.266,4.266,2,2.44,29,12.895,4.022,8.873,16.105,12.972,8.532,700,830,920,1050,1100,1050,950,1020,1200,1300,1150,1000,800,900,920,970,900,1000,1150,500,870,880,770,700,650,500,420,475,420,300,250,500,650,750,700,415,350,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4200,2.9,0.1,0.3022,0.3022,0.244,0.3411,0.1,0.2133,0.4266,0.4266,0.2,0.244,2.9,1.2895,0.4022,0.8873,1.6105,1.2972,0.8532,62.12,62.12,62.12,62.12,62.12,62.12,62.12,62.12,62.12,62.12,62.12,62.12,62.12,62.12,62.12,62.12,62.12,62.12,62.12,29,1,3.022,3.022,2.44,3.411,1,2.133,4.266,4.266,2,2.44,29,12.895,4.022,8.873,16.105,12.972,8.532,700,830,920,1050,1100,1050,950,1020,1200,1300,1150,1000,800,900,920,970,900,1000,1150,500,870,880,770,700,650,500,420,475,420,300,250,500,650,750,700,415,350,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4800,2.9,0.1,0.3022,0.3022,0.244,0.3411,0.1,0.2133,0.4266,0.4266,0.2,0.244,2.9,1.2895,0.4022,0.8873,1.6105,1.2972,0.8532,62.12,62.12,62.12,62.12,62.12,62.12,62.12,62.12,62.12,62.12,62.12,62.12,62.12,62.12,62.12,62.12,62.12,62.12,62.12,29,1,3.022,3.022,2.44,3.411,1,2.133,4.266,4.266,2,2.44,29,12.895,4.022,8.873,16.105,12.972,8.532,700,830,920,1050,1100,1050,950,1020,1200,1300,1150,1000,800,900,920,970,900,1000,1150,500,870,880,770,700,650,500,420,475,420,300,250,500,650,750,700,415,350,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5400,2.9,0.1,0.3022,0.3022,0.244,0.3411,0.1,0.2133,0.4266,0.4266,0.2,0.244,2.9,1.2895,0.4022,0.8873,1.6105,1.2972,0.8532,62.12,62.12,62.12,62.12,62.12,62.12,62.12,62.12,62.12,62.12,62.12,62.12,62.12,62.12,62.12,62.12,62.12,62.12,62.12,29,1,3.022,3.022,2.44,3.411,1,2.133,4.266,4.266,2,2.44,29,12.895,4.022,8.873,16.105,12.972,8.532,700,830,920,1050,1100,1050,950,1020,1200,1300,1150,1000,800,900,920,970,900,1000,1150,500,870,880,770,700,650,500,420,475,420,300,250,500,650,750,700,415,350,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
