0,3.05,0.75,1,0.3,1,3.05,1.3,1.75,45.893,45.893,45.893,45.893,45.893,45.893,45.893,45.893,30.5,7.5,10,3,10,30.5,13,17.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
600,3.05,0.75,1,0.3,1,3.05,1.3,1.75,45.893,45.893,45.893,45.893,45.893,45.893,45.893,45.893,30.5,7.5,10,3,10,30.5,13,17.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1200,3.05,0.75,1,0.3,1,3.05,1.3,1.75,45.893,45.893,45.893,45.893,45.893,45.893,45.893,45.893,30.5,7.5,10,3,10,30.5,13,17.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1800,3.05,0.75,1,0.3,1,3.05,1.3,1.75,45.893,45.893,45.893,45.893,45.893,45.893,45.893,45.893,30.5,7.5,10,3,10,30.5,13,17.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2400,3.05,0.75,1,0.3,1,3.05,1.3,1.75,45.893,45.893,45.893,45.893,45.893,45.893,45.893,45.893,30.5,7.5,10,3,10,30.5,13,17.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3000,3.05,0.75,1,0.3,1,3.05,1.3,1.75,45.893,45.893,45.893,45.893,45.893,45.893,45.893,45.893,30.5,7.5,10,3,10,30.5,13,17.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3600,2.1931,0.6399,0.4,0.3,0.8532,2.1931,1.1532,1.0399,50.087,50.087,50.087,50.087,50.087,50.087,50.087,50.087,21.931,6.399,4,3,8.532,21.931,11.532,10.399,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4200,2.1931,0.6399,0.4,0.3,0.8532,2.1931,1.1532,1.0399,50.087,50.087,50.087,50.087,50.087,50.087,50.087,50.087,21.931,6.399,4,3,8.532,21.931,11.532,10.399,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4800,2.1931,0.6399,0.4,0.3,0.8532,2.1931,1.1532,1.0399,50.087,50.087,50.087,50.087,50.087,50.087,50.087,50.087,21.931,6.399,4,3,8.532,21.931,11.532,10.399,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5400,2.1931,0.6399,0.4,0.3,0.8532,2.1931,1.1532,1.0399,50.087,50.087,50.087,50.087,50.087,50.087,50.087,50.087,21.931,6.399,4,3,8.532,21.931,11.532,10.399,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6000,2.1931,0.6399,0.4,0.3,0.8532,2.1931,1.1532,1.0399,50.087,50.087,50.087,50.087,50.087,50.087,50.087,50.087,21.931,6.399,4,3,8.532,21.931,11.532,10.399,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6600,2.1931,0.6399,0.4,0.3,0.8532,2.1931,1.1532,1.0399,50.087,50.087,50.087,50.087,50.087,50.087,50.087,50.087,21.931,6.399,4,3,8.532,21.931,11.532,10.399,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7200,1.9687,0.54375,0.4,0.3,0.725,1.9687,1.025,0.94375,51.609,51.609,51.609,51.609,51.609,51.609,51.609,51.609,19.687,5.4375,4,3,7.25,19.687,10.25,9.4375,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7800,1.9687,0.54375,0.4,0.3,0.725,1.9687,1.025,0.94375,51.609,51.609,51.609,51.609,51.609,51.609,51.609,51.609,19.687,5.4375,4,3,7.25,19.687,10.25,9.4375,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8400,1.9687,0.54375,0.4,0.3,0.725,1.9687,1.025,0.94375,51.609,51.609,51.609,51.609,51.609,51.609,51.609,51.609,19.687,5.4375,4,3,7.25,19.687,10.25,9.4375,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9000,1.9687,0.54375,0.4,0.3,0.725,1.9687,1.025,0.94375,51.609,51.609,51.609,51.609,51.609,51.609,51.609,51.609,19.687,5.4375,4,3,7.25,19.687,10.25,9.4375,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9600,1.9687,0.54375,0.4,0.3,0.725,1.9687,1.025,0.94375,51.609,51.609,51.609,51.609,51.609,51.609,51.609,51.609,19.687,5.4375,4,3,7.25,19.687,10.25,9.4375,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10200,1.9687,0.54375,0.4,0.3,0.725,1.9687,1.025,0.94375,51.609,51.609,51.609,51.609,51.609,51.609,51.609,51.609,19.687,5.4375,4,3,7.25,19.687,10.25,9.4375,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10800,1.8102,0.4758,0.4,0.3,0.6344,1.8102,0.9344,0.8758,51.277,51.277,51.277,51.277,51.277,51.277,51.277,51.277,18.102,4.758,4,3,6.344,18.102,9.344,8.758,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11400,1.8102,0.4758,0.4,0.3,0.6344,1.8102,0.9344,0.8758,51.277,51.277,51.277,51.277,51.277,51.277,51.277,51.277,18.102,4.758,4,3,6.344,18.102,9.344,8.758,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12000,1.8102,0.4758,0.4,0.3,0.6344,1.8102,0.9344,0.8758,51.277,51.277,51.277,51.277,51.277,51.277,51.277,51.277,18.102,4.758,4,3,6.344,18.102,9.344,8.758,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12600,1.8102,0.4758,0.4,0.3,0.6344,1.8102,0.9344,0.8758,51.277,51.277,51.277,51.277,51.277,51.277,51.277,51.277,18.102,4.758,4,3,6.344,18.102,9.344,8.758,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13200,1.8102,0.4758,0.4,0.3,0.6344,1.8102,0.9344,0.8758,51.277,51.277,51.277,51.277,51.277,51.277,51.277,51.277,18.102,4.758,4,3,6.344,18.102,9.344,8.758,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13800,1.8102,0.4758,0.4,0.3,0.6344,1.8102,0.9344,0.8758,51.277,51.277,51.277,51.277,51.277,51.277,51.277,51.277,18.102,4.758,4,3,6.344,18.102,9.344,8.758,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14400,2.35,0.45,1,0.3,0.6,2.35,0.9,1.45,46.292,46.292,46.292,46.292,46.292,46.292,46.292,46.292,23.5,4.5,10,3,6,23.5,9,14.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15000,2.35,0.45,1,0.3,0.6,2.35,0.9,1.45,46.292,46.292,46.292,46.292,46.292,46.292,46.292,46.292,23.5,4.5,10,3,6,23.5,9,14.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15600,2.35,0.45,1,0.3,0.6,2.35,0.9,1.45,46.292,46.292,46.292,46.292,46.292,46.292,46.292,46.292,23.5,4.5,10,3,6,23.5,9,14.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16200,2.35,0.45,1,0.3,0.6,2.35,0.9,1.45,46.292,46.292,46.292,46.292,46.292,46.292,46.292,46.292,23.5,4.5,10,3,6,23.5,9,14.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16800,2.35,0.45,1,0.3,0.6,2.35,0.9,1.45,46.292,46.292,46.292,46.292,46.292,46.292,46.292,46.292,23.5,4.5,10,3,6,23.5,9,14.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17400,2.35,0.45,1,0.3,0.6,2.35,0.9,1.45,46.292,46.292,46.292,46.292,46.292,46.292,46.292,46.292,23.5,4.5,10,3,6,23.5,9,14.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18000,3.4,0.45,1.6,0.75,0.6,3.4,1.35,2.05,37.423,37.422,37.422,37.422,37.422,37.422,37.422,37.422,34,4.5,16,7.5,6,34,13.5,20.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18600,3.4,0.45,1.6,0.75,0.6,3.4,1.35,2.05,37.423,37.422,37.422,37.422,37.422,37.422,37.422,37.422,34,4.5,16,7.5,6,34,13.5,20.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19200,3.4,0.45,1.6,0.75,0.6,3.4,1.35,2.05,37.423,37.422,37.422,37.422,37.422,37.422,37.422,37.422,34,4.5,16,7.5,6,34,13.5,20.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19800,3.4,0.45,1.6,0.75,0.6,3.4,1.35,2.05,37.423,37.422,37.422,37.422,37.422,37.422,37.422,37.422,34,4.5,16,7.5,6,34,13.5,20.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20400,3.4,0.45,1.6,0.75,0.6,3.4,1.35,2.05,37.423,37.422,37.422,37.422,37.422,37.422,37.422,37.422,34,4.5,16,7.5,6,34,13.5,20.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21000,3.4,0.45,1.6,0.75,0.6,3.4,1.35,2.05,37.423,37.422,37.422,37.422,37.422,37.422,37.422,37.422,34,4.5,16,7.5,6,34,13.5,20.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21600,4.25,0.45,2,1.2,0.6,4.25,1.8,2.45,32.631,32.631,32.63,32.631,32.631,32.631,32.631,32.631,42.5,4.5,20,12,6,42.5,18,24.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22200,4.25,0.45,2,1.2,0.6,4.25,1.8,2.45,32.631,32.631,32.63,32.631,32.631,32.631,32.631,32.631,42.5,4.5,20,12,6,42.5,18,24.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22800,4.25,0.45,2,1.2,0.6,4.25,1.8,2.45,32.631,32.631,32.63,32.631,32.631,32.631,32.631,32.631,42.5,4.5,20,12,6,42.5,18,24.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23400,4.25,0.45,2,1.2,0.6,4.25,1.8,2.45,32.631,32.631,32.63,32.631,32.631,32.631,32.631,32.631,42.5,4.5,20,12,6,42.5,18,24.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24000,4.25,0.45,2,1.2,0.6,4.25,1.8,2.45,32.631,32.631,32.63,32.631,32.631,32.631,32.631,32.631,42.5,4.5,20,12,6,42.5,18,24.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24600,4.25,0.45,2,1.2,0.6,4.25,1.8,2.45,32.631,32.631,32.63,32.631,32.631,32.631,32.631,32.631,42.5,4.5,20,12,6,42.5,18,24.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25200,5.7,0.45,3,1.65,0.6,5.7,2.25,3.45,40.8,40.799,40.799,40.799,40.799,40.799,40.799,40.799,57,4.5,30,16.5,6,57,22.5,34.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25800,5.7,0.45,3,1.65,0.6,5.7,2.25,3.45,40.8,40.799,40.799,40.799,40.799,40.799,40.799,40.799,57,4.5,30,16.5,6,57,22.5,34.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26400,5.7,0.45,3,1.65,0.6,5.7,2.25,3.45,40.8,40.799,40.799,40.799,40.799,40.799,40.799,40.799,57,4.5,30,16.5,6,57,22.5,34.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27000,5.7,0.45,3,1.65,0.6,5.7,2.25,3.45,40.8,40.799,40.799,40.799,40.799,40.799,40.799,40.799,57,4.5,30,16.5,6,57,22.5,34.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27600,5.7,0.45,3,1.65,0.6,5.7,2.25,3.45,40.8,40.799,40.799,40.799,40.799,40.799,40.799,40.799,57,4.5,30,16.5,6,57,22.5,34.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28200,5.7,0.45,3,1.65,0.6,5.7,2.25,3.45,40.8,40.799,40.799,40.799,40.799,40.799,40.799,40.799,57,4.5,30,16.5,6,57,22.5,34.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28800,7,0.45,4,1.95,0.6,7,2.55,4.45,53.593,53.591,53.59,53.591,53.591,53.591,53.591,53.591,70,4.5,40,19.5,6,70,25.5,44.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
