0,5.55,0.45,0.4,0.3,0.4,1.55,0.7,0.85,49.848,49.848,49.848,49.848,49.848,49.848,49.848,49.848,55.5,4.5,4,3,4,15.5,7,8.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,1,0,0,0,0,121,100,0,1
600,5.55,0.45,0.4,0.3,0.4,1.55,0.7,0.85,49.848,49.848,49.848,49.848,49.848,49.848,49.848,49.848,55.5,4.5,4,3,4,15.5,7,8.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,1,0,0,0,0,121,100,0,1
1200,5.55,0.45,0.4,0.3,0.4,1.55,0.7,0.85,49.848,49.848,49.848,49.848,49.848,49.848,49.848,49.848,55.5,4.5,4,3,4,15.5,7,8.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,1,0,0,0,0,121,100,0,1
1800,5.55,0.45,0.4,0.3,0.4,1.55,0.7,0.85,49.848,49.848,49.848,49.848,49.848,49.848,49.848,49.848,55.5,4.5,4,3,4,15.5,7,8.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,1,0,0,0,0,121,100,0,1
2400,5.55,0.45,0.4,0.3,0.4,1.55,0.7,0.85,49.848,49.848,49.848,49.848,49.848,49.848,49.848,49.848,55.5,4.5,4,3,4,15.5,7,8.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,1,0,0,0,0,121,100,0,1
3000,5.55,0.45,0.4,0.3,0.4,1.55,0.7,0.85,49.848,49.848,49.848,49.848,49.848,49.848,49.848,49.848,55.5,4.5,4,3,4,15.5,7,8.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,1,0,0,0,0,121,100,0,1
3600,5.6116,0.51165,0.4,0.3,0.4,1.6116,0.7,0.91165,48.917,48.917,48.917,48.917,48.917,48.917,48.917,48.917,56.116,5.1165,4,3,4,16.116,7,9.1165,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,1,0,0,0,0,121,100,0,1
4200,5.6116,0.51165,0.4,0.3,0.4,1.6116,0.7,0.91165,48.917,48.917,48.917,48.917,48.917,48.917,48.917,48.917,56.116,5.1165,4,3,4,16.116,7,9.1165,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,1,0,0,0,0,121,100,0,1
4800,5.6116,0.51165,0.4,0.3,0.4,1.6116,0.7,0.91165,48.917,48.917,48.917,48.917,48.917,48.917,48.917,48.917,56.116,5.1165,4,3,4,16.116,7,9.1165,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,1,0,0,0,0,121,100,0,1
5400,5.6116,0.51165,0.4,0.3,0.4,1.6116,0.7,0.91165,48.917,48.917,48.917,48.917,48.917,48.917,48.917,48.917,56.116,5.1165,4,3,4,16.116,7,9.1165,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,1,0,0,0,0,121,100,0,1
