0,2.05,0.75,0.4,0.3,0.6,2.05,0.9,1.15,53.911,53.894,53.896,53.897,53.896,53.899,53.897,53.896,20.5,7.5,4,3,6,20.5,9,11.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
600,2.05,0.75,0.4,0.3,0.6,2.05,0.9,1.15,53.911,53.894,53.896,53.897,53.896,53.899,53.897,53.896,20.5,7.5,4,3,6,20.5,9,11.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1200,2.05,0.75,0.4,0.3,0.6,2.05,0.9,1.15,53.911,53.894,53.896,53.897,53.896,53.899,53.897,53.896,20.5,7.5,4,3,6,20.5,9,11.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1800,2.05,0.75,0.4,0.3,0.6,2.05,0.9,1.15,53.911,53.894,53.896,53.897,53.896,53.899,53.897,53.896,20.5,7.5,4,3,6,20.5,9,11.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2400,2.05,0.75,0.4,0.3,0.6,2.05,0.9,1.15,53.911,53.894,53.896,53.897,53.896,53.899,53.897,53.896,20.5,7.5,4,3,6,20.5,9,11.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3000,2.05,0.75,0.4,0.3,0.6,2.05,0.9,1.15,53.911,53.894,53.896,53.897,53.896,53.899,53.897,53.896,20.5,7.5,4,3,6,20.5,9,11.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3600,2.0487,0.6399,0.4266,0.3,0.6822,2.0487,0.9822,1.0665,57.709,57.692,57.693,57.694,57.692,57.696,57.694,57.694,20.487,6.399,4.266,3,6.822,20.487,9.822,10.665,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4200,2.0487,0.6399,0.4266,0.3,0.6822,2.0487,0.9822,1.0665,57.709,57.692,57.693,57.694,57.692,57.696,57.694,57.694,20.487,6.399,4.266,3,6.822,20.487,9.822,10.665,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4800,2.0487,0.6399,0.4266,0.3,0.6822,2.0487,0.9822,1.0665,57.709,57.692,57.693,57.694,57.692,57.696,57.694,57.694,20.487,6.399,4.266,3,6.822,20.487,9.822,10.665,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5400,2.0487,0.6399,0.4266,0.3,0.6822,2.0487,0.9822,1.0665,57.709,57.692,57.693,57.694,57.692,57.696,57.694,57.694,20.487,6.399,4.266,3,6.822,20.487,9.822,10.665,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6000,2.0487,0.6399,0.4266,0.3,0.6822,2.0487,0.9822,1.0665,57.709,57.692,57.693,57.694,57.692,57.696,57.694,57.694,20.487,6.399,4.266,3,6.822,20.487,9.822,10.665,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6600,2.0487,0.6399,0.4266,0.3,0.6822,2.0487,0.9822,1.0665,57.709,57.692,57.693,57.694,57.692,57.696,57.694,57.694,20.487,6.399,4.266,3,6.822,20.487,9.822,10.665,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
