0,1.95,0.15,0.2,0.6,1,1.95,1.6,0.35,49.054,49.042,49.042,49.037,49.035,49.042,49.038,49.042,19.5,1.5,2,6,10,19.5,16,3.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
600,1.95,0.15,0.2,0.6,1,1.95,1.6,0.35,49.054,49.042,49.042,49.037,49.035,49.042,49.038,49.042,19.5,1.5,2,6,10,19.5,16,3.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1200,1.95,0.15,0.2,0.6,1,1.95,1.6,0.35,49.054,49.042,49.042,49.037,49.035,49.042,49.038,49.042,19.5,1.5,2,6,10,19.5,16,3.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1800,1.95,0.15,0.2,0.6,1,1.95,1.6,0.35,49.054,49.042,49.042,49.037,49.035,49.042,49.038,49.042,19.5,1.5,2,6,10,19.5,16,3.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2400,1.95,0.15,0.2,0.6,1,1.95,1.6,0.35,49.054,49.042,49.042,49.037,49.035,49.042,49.038,49.042,19.5,1.5,2,6,10,19.5,16,3.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3000,1.95,0.15,0.2,0.6,1,1.95,1.6,0.35,49.054,49.042,49.042,49.037,49.035,49.042,49.038,49.042,19.5,1.5,2,6,10,19.5,16,3.5,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3600,1.7515,0.22815,0.3042,0.366,0.8532,1.7515,1.2192,0.53235,56.754,56.744,56.744,56.741,56.739,56.745,56.742,56.744,17.515,2.2815,3.042,3.66,8.532,17.515,12.192,5.3235,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4200,1.7515,0.22815,0.3042,0.366,0.8532,1.7515,1.2192,0.53235,56.754,56.744,56.744,56.741,56.739,56.745,56.742,56.744,17.515,2.2815,3.042,3.66,8.532,17.515,12.192,5.3235,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4800,1.7515,0.22815,0.3042,0.366,0.8532,1.7515,1.2192,0.53235,56.754,56.744,56.744,56.741,56.739,56.745,56.742,56.744,17.515,2.2815,3.042,3.66,8.532,17.515,12.192,5.3235,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5400,1.7515,0.22815,0.3042,0.366,0.8532,1.7515,1.2192,0.53235,56.754,56.744,56.744,56.741,56.739,56.745,56.742,56.744,17.515,2.2815,3.042,3.66,8.532,17.515,12.192,5.3235,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6000,1.7515,0.22815,0.3042,0.366,0.8532,1.7515,1.2192,0.53235,56.754,56.744,56.744,56.741,56.739,56.745,56.742,56.744,17.515,2.2815,3.042,3.66,8.532,17.515,12.192,5.3235,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6600,1.7515,0.22815,0.3042,0.366,0.8532,1.7515,1.2192,0.53235,56.754,56.744,56.744,56.741,56.739,56.745,56.742,56.744,17.515,2.2815,3.042,3.66,8.532,17.515,12.192,5.3235,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7200,1.7322,0.3333,0.4444,0.2295,0.725,1.7322,0.9545,0.7777,60.188,60.177,60.176,60.176,60.175,60.178,60.177,60.177,17.322,3.333,4.444,2.295,7.25,17.322,9.545,7.777,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7800,1.7322,0.3333,0.4444,0.2295,0.725,1.7322,0.9545,0.7777,60.188,60.177,60.176,60.176,60.175,60.178,60.177,60.177,17.322,3.333,4.444,2.295,7.25,17.322,9.545,7.777,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8400,1.7322,0.3333,0.4444,0.2295,0.725,1.7322,0.9545,0.7777,60.188,60.177,60.176,60.176,60.175,60.178,60.177,60.177,17.322,3.333,4.444,2.295,7.25,17.322,9.545,7.777,120,125,135,125,135,130,130,130,100,90,90,110,110,100,105,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
